TITLE,USER,COMMENT,LABEL
Toneprint Editor (Mac) Not Working,jcshirke,"The old TP editor I have works fine on my old MacBook Pro.  I have the new editor on my new MBP, but no bueno; it won't send the TP to the pedal. Clicking ""send to pedal"" does nothing. In fact, it looks greyed out.&...",decision
XENYX QX1002 DRIVERS,RIC_QX1002,Hello All.I´ve recently purchased a Xenyx QX1002USB keeping in mind that it can be used as an alternative to USB interface. Until this very moment the functionality of the mixer is generally OK/as expected dispiting the ...,consideration
Behringer UM2 Hiss,elrion93,"I've tried everything, but there's still constant hiss noise (no matters how much gain) in my Behringer UM2 interface, even with no guitar plugged in. Just UM2 to PC via USB. I can get rid of this with noise gate, but th...",awareness
Deepmind 12 - problem with LFO shortcut,DamoWaters,"Hi there! I just got a Deepmind 12 and it's fantastic. However, there is supposedly a shortcut  to change the VCF's source LFO from LFO 1 to 2 and back, but on my Deepmind it's not working. Supposedly you hold down ...",consideration
Found a new Chords Extracting Website,MechaN,,
tc helicon play acoustic on a battery source,qbert81283,want to use my tc helicon play acoustic on a battery source any recomendations,awareness
Question to all Voicetone Harmony M users,Robertentc,Question to all Voicetone Harmony M users: Something wied has happened to my harmonizer.  Seems locked in one key (C major)!  I want to reset to original factory settings to test the unity...  but it's not...,awareness
EWI 4000s with VL3X,VernonNeeley,"Hello!  Is anyone using an EWI with the VL3X(3) for live music production?  If so, what is your setup?  EWI in through VOX in, Guitar in, AUX in MIDI in?  The EWI will operate with any of the inputs b...",awareness
TC Flashback Feedback translate to number of repeats,GBNZ,Hi All. I've just purchased a TC Flashback Mini and I'm trying to setup some custom toneprints.  Is there a translation somewhere that lists how the Feedback % translates to number of repeats? e.g. if I want 5-...,retention
FX150 firmware problem,Beaulen,"Hi, I used VoiceSupport2 on my Mac to update the firmware on my FX150. The unit was recognized and everything seemed to go smoothly until the very end when all the buttons/lights began to flicker softly. I get the m...",awareness
TC Flashback 2 Tone Prints,jcshirke,"Hi, I own a Flashback x 4, an Alter Ego (v1), and an Alter Ego x 4. I somehow missed the launch of the Flashback 2, and I read that TC redesigned the analog/tape delay algorithms. I assume the new EP-3 tone pri...",consideration
How to connect wah pedal in voice live 3 extreme,Jilvir,"Hi,I thought that wah and expression pedal are same. So I bought one for my Voice Live 3. And when I found in the YouTube regarding voice live 3 extreme and expression pedal that's the time I found it they are not same.&...",awareness
Bugera DXB15,ru1lunas,"Hello. Since I'm interested in the Bugera DXB15 combo, I'd like to know how much power this combo has. In the manual says it's 1000w, I think too. Someone who has one who can help me? Best Regards.Rui Luna",consideration
COOL STUFF EXPRESSION PEDAL ON VOICELIVE 3,robhert,"Friends, I am for months asking you to please show us how and what can you do with the expression pedal on the guitar effects. What can you actually control there for adding more control and dynamics to the music.  ...",awareness
Sub n up reverb,AndySQ,"Just getting to grips with the sub n up. Very impressed so far, once I found out how to edit patches with the latest toneprint editor. The manual I found to download was for an older version and talks about reverb. Can’t...",advocacy
Confused with new forum...,Mark-Simpson,"Since they've changed the forum format, I've come back a couple times and can't figure out how to find my old threads (that were in progress) or how to start new ones..If I click on community or on forums, I get a list o...",awareness
Deepmind 12 poly chain,mrmusic66mg,"Am I correct in assuming that poly chaining is as simple as a midi cable connection and a couple of global settings on the 12D?  (I.e. The ""master"" unit dumps it's current patch into the ""slave"" with all applicable ...",awareness
reposting... Ditto X4 looping issues,cedardreamer,"ok trying this again... my Ditto X4 has a clearly audible issue with the loop skipping at the beginning of each repetition, making it practically usless for ambient looping. i saw many posts on the old TC forum of other ...",consideration
How to check what firmware my Ditto x4 is running,NormDunn,I see how to update it but won't bother if I have the latest. So how do I check it? Thanks!,decision
Behringer TU300 Tuner at Gibson Showroom Hollywood,julietan,,
Tc sentry sensitivity,TheHooster,Hi! I am trying to tame my Wampler Dracarys pedal with the TC sentry noise gate...but I cannot find a good setting for this. When in serial the gating is always too hard and messes with my tone. When in the send/ret...,awareness
Spectra drive - Tone print library,joeglow,"Hi everyone,  I just recently purchased the new Spectradrive pedal and downloaded the new version of TPE to my pc but I cannot see the pedal in the template section nor can I find how to create my own tone prin...",awareness
voicelive touch2,Aramona,"salut à tous, j'ai un souci avec mon voicelive touch 2 il m' affiche écran bleu, est ce qu' il y a un moyen de remettre en état d' usine ? merci ",
Deepmind 12 Pitch Issue,speery,"I recently purchased a Deepmind 12 that was a floor mondel and I'm wondering if maybe I didn't buy something with a problem or two.  When I reset to the default patch (PROG+COMPARE), deselect both OSC waveforms, and...",consideration
Camera cord,RickenBailey,Is there any other brand of Camera Cord besides Apple that will work for hooking IPhones to the Pedal for Toneprint Editing?,awareness
Can't set DeepMind 12 iOS IP address to connect via Wifi,mungbeans,"I'm trying to connect to the DM12D using the DM12 app on an iPad. All the tutorials for this tell you to hit the Wifi Server button in the app, but there isn't one a Wifi Server button in the iOS app. Maybe all the ...",awareness
-2 sub octave,camulez,Hi I'd like to add an octaver in my pedalboard. I read a lot of stuff about the possibility that low freqs (specially the ones of -2 sub) could damage your guitar amp's cone. Anyone has an idea about that?thanks,consideration
RMA,MikeBu,I need an RMA for a 4 month old IQ18B. Repair center waiting but I get no response from the service desk. I have a ticket number. Can someone give me the secret to getting a response?,awareness
Quintessence stereo to mono summing?,patient81,"I notices in the manual for the quintessence that in some situations the pedal can 'bounce' stereo inputs down to a summed mono output? Here is the quote; Depending on the type of input signal, you can also bounce a...",awareness
GRIT,Belivine,"So recently got invited out to try out for a band that does mostly 80's covers, plus some newer rock. I have a generally smoother voice, and can do a decent vocal fry but prefer not to too much. So when I was informed th...",awareness
TC Helicon Voicelive play gtx no guitar sound,DavidAbraham,"I am using the dual mono output setting where I plug my guitar into the ""in"" and an xlr from the right output. Vocal comes out from left channell xlr. I cannot get a signal from my guitar through the headphone or through...",awareness
Why no Brian May Delay Toneprint on Flashback 2,cowbell-fever,Hi all the Brian May Delay toneprint is only available on the Flashback Triple Delay. Since the FB2 has a dual delay engine why not port the Brian May Toneprint to the Flashback 2?  Can someone post the al...,awareness
piano digital,masirsabz,"hi guysI want a digital pianoBut I do not know which model to buy.I have $ 3,000Help me to buy thanks ",decision
Brainwaves MASH Tip,Djangosurf,"Hello there, The MASH footswitch is one the great features of the Brainwaves. I noticed i sometimes have to step hard on the footswitch to get the full sharp bend effect. Here is a tip you can use to make it mo...",awareness
Ditto X2 Looper Transfer to iPhone,ckeyes888,"Hoping an iPhone USB adaptor can be connected to a Ditto X2 to get the file on the phone?Maybe an app to do the transfer? Just need to get the file off the Ditto, not put one on it. Thanks, Carl",awareness
MIC200 replacement 12AX7 tube:,GrahamIOM,"What is the recommended replacement tube for this item?  Do I need a dual phase tube, for instance?  Is such an item available from Behringer?",consideration
TC NOVA System problem - no sound unless the Distortion Blo...,brunskill,"Hi All,  Had a really important rehearsal yesterday (show tomorrow) and when I plugged in my NS, no sound. Played with various settings and discovered I had sound on the patches with a distortion effect turned ...",negative
VoicePlay Live Acoustic with Electric and Pedalboard,mbuck1,"Hi guys, I recently purchased a voiceplay live acoustic and I'm wondering a couple things. 1. Where would I place it using a pedalboard?  I have other effects that the pedal doesn't cover that I would liek to u...",decision
How to set the pitch of a Brainwaves in the TonePrint App,Djangosurf,"Hello there, I got my Brainwaves a few weeks ago and it is great. It is the first time i try to use the TonePrint App and it seems very easy but i can not figure out how to custom a voice. Let's say i want a si...",consideration
B207MP3 input issue,HudsonsChoice,Hi hoping someone can advise I bought a  B207MP3 little speaker monitor six months ago and love it. Its amazing! went into the studio the other week to practice and used this as my monitor connecting ...,advocacy
TonePrint Beam Problem,RickenBailey,I've not been able to beam a TonePrint to my IPhone SE since I've had it. I've hooked the Flashback 2 straight to the guitar and amp with no luck. I've tried both pickups on two different guitars (360 Rickenbacker &...,awareness
"Ron ""Bumblefoot"" Thal wow and dazzles",julietan,,
Midi harmony with VH from sequencer,MrFrigo,"Hello Spencer, Bought the VK some months ago but just unpacked it. I'd like to trigger Performer VK in midi from my Roland midi sequencer. I would send the chords through midi to the VK in Harmony mode.1. How do I c...",awareness
Setting up Voicelive 3,MikeDworkin,Hello...I'm a vocalist trying to set up voivelive 3 ...What is the best way to have my guitarist connect to the voicelive 3 so when I sing harmonies or use doubling effects it does not go out of key.   I'm looi...,awareness
Help with making custom preset flashback,Flashbackfun,Hey all. Sorry if this has been discussed before but I need help! I’m trying to make a custom preset for my flashback  using the tone print software but it’s quite confusing. Long story short id like have the 2290 b...,awareness
connecting XR18 rto an extrenal router,SvenKnutsson,I have problem connecting X-Air to XR18 using an external router.Using the X-Air-Edit app I can connect my laptop to the router through wifi and then connect the app to my XR18.When I try to do the same thing from my pad...,awareness
2 instrument with VL3X,NeS_MaX,"Hi all, I want to make SOLO harmony with my guitar.We are a couple playing acoustic and classic guitar in a restaurant. My friend plays chords and I am solo guitar player. We enjoy to play instrumental music much. W...",awareness
Connecting X-IR XR18 to an external router,SvenKnutsson,,
TC Electronic G-Force External Control Jack,bettsaj,"Simple issue, with hopefully a simple solution. I built a simple tap tempo pedal using a momentary normally open SPST switch for my G-Force. I simply soldered the terminals of the switch to the terminals of the jack...",awareness
Nova System random reboots,samjcordery,My TC Nova System started randomly rebooting whenever I changed patches. Tonight it did it twice when on the same patch.  It's bad enough not to be able to gig with it now and I do not have a back up.I have tri...,awareness
Behringer Deepmind 12 Android App,davidprice1971,"Is there still any plans for a Behringer Deepmind 12 Android App.... synth's been out a while. Would be good to know if this was still in the pipeline, or never happening. If it's never going to happen, just let us know ...",consideration
KEY(s) for StarJam Tracks for Ditto X2,Marquee,"THIS IS THE RESPONSE FROM TROY RAVELO TO MY QUERY (SEE BELOW) ABOUT FINDING THE KEY(s) FOR STARJAM TRACKS. Can anyone help with this? Thanks! Regarding your inquiry: Ditto X2 Jam Tracks.I see, we do not have access ...",awareness
Spark,Dmantis,"Hello all, what happened to the Forum? Anyway I wanted to find something like the Sparks gain structure and clarity in a higher gain pedal. Something that picks up where the Spark leaves off. I never heard a more cl...",awareness
Ditto Looper X2,TonyJ,"Did the firmware update on my Mac, and the left green/red light would not stop blinking.Update never indicated it was complete.Seems to be a lot of similar issues posted here.Anyone ever see a response from TC on this?",awareness
Behringer XD8USB Drum Set Reset,JMW,Does anybody know how to reset the Behringer XD8USB sound mudule which is a. HDS110USB??,awareness
TonePrint 4.1 issue with Mini Vortex,bass_face87,Hello I just purchased a used Mini Vortex pedal and am trying to use the TonePrint Editor... the problem is the actual editor is no where to be seen.  The program opens but there is no editing board.  USER...,decision
Quintessence Harmony pedal - How to reset to Factory default...,CSurieux,"Hi, I just bought it from B-Stock and it arrived totally loaded with totally broken templates.Is there a way to reset it to its default templates, and what are the default templates.Thanks",decision
How do I synchronize a Digitech SDRUM with a Tc Helicon Voic...,robhert,Hi friends! How can I make the MIDI connection between the looper of the Tc Helicon VL3 and the Digitech SDRUM? Does that cable exists? maybe some adapter can save my life?SOS!,consideration
VL3 | VoiceLive 3 XLR always carrying guitar signal,TomElliston,"So, this just happened. XLR sends vocal AND guitar even if a guitar is plugged into the guitar out, as opposed to removing the signal from the XLR.I have tried setting the XLR out to stereo, mono, and dual mono and ...",awareness
Bugera V55,Don1951,"I bought a Bugera V55 from Guitar Center.  After I play about 10 minutes, the reverb goes to full and I can't control it with the front panel REVERB cpontrol.  I run this through a Blackstar MKII cab and have u...",decision
Voicelive Touch 2 UNDO midi mapping is wrong in manual,BryanHaney,"Manual says UNDO is mapped to CC 46, value 3. Its mapped to CC 46, value 5.",awareness
7 VoiceTone Singles power,MadCow,I searched for an answer to this on the forums here and google but it seems I haven't really found anything. I actually own all 7 VoiceTone singles and I'm looking to power them at once on a pedal board. Does anyone here...,awareness
TC Helicon Play Acoustic Presets and Preset Editors,Duffer,"I just got a Play Acoustic pedal yesterday, and this is the first time I've used a pedal of any sort. I'm using the latest firmware build (48). I've reset the unit by holding the arrow buttons down while powering up.&nbs...",decision
TC Helicon Voicelive Play Acoustic question,Duffer,"I just got a Play Acoustic pedal and have been fiddling with it for only a few hours. I have a few newbie questions. PRESETS: I understand that previously you couldn't save guitar presets, and as a result the pedal'...",decision
Pedals with top-mounted jacks,TC-James,"Hi all!   Just wanted to share something that I've quite literally been losing sleep over recently, due to the constant obessing ... pedals with top-mounted jacks! I like to run a compact board so pedals with top mo...",awareness
voicelive play electric availibility,JeffBarber,"Was going to buy a play acoustic, did some research and decided to go play electric instead. No one had new ones in stock, GC, Sweetwater and all i checked showed backordered, then discontinued. Is tc helicon just runnin...",consideration
mic mechanic 2,AlanSettle,"Is it smart to have batteries in the mic mechanic 2, even though i'm plugging it in?Just in case there is an issue during a performance and the adapter?  That way you can pull the adapter out and just run off batter...",awareness
"Proper hookup of head, attenuator, and multiple cabs",pinhead,"Hey everyone, I'm in need of a little advice here regarding multiple cabs. I'd like to run both cabs at once, and still use my attenuator. Being that the head has parallel outputs, is this possible without an attenuator ...",awareness
VoiceLiveEditor and Perform VK iPad App,ParadoxMike,"Yo,  : Quick question.  Is it possible to use the iPad Perform VK app to beam presets edited in VoiceLiveEditor? If so, how? Thanks, Ian Mike",awareness
"210c price vs. 210 Here in the US, the 210c is almost twice...",JohnDone,,
deepmind 12 pitch bend range issue,73Keyz,,
Voicelive Play input not working,pennymoon,"Hello! Am new to the forum, so thanks for having me... I have a Voicelive Play Harmony and Effects for Singers.  Have had it several years and love it.  Recently, the input stopped working.  When...",decision
MS-101 Review,FailedMuso,"Hi all,Just wanted to let you know that my review of the MS-101 just went live on my site. Hopefully it will give you a good insight into this instrument and help with your purchasing decisions! https://www.failedmuso.co...",awareness
Play Acoustic volume issue,Vernie,I wonder if anyone has experience the same problem I have and can help me. I've had my Play Acoustic for about a mont and think it's awesome. But it's happened a couple of times now that the overall output volume suddenl...,decision
TC Helicon vocal processor question,Duffer,"I'm just now unpacking my new (well, used) Play Acoustic multieffects pedal, and I don't quite know what to expect when I begin playing with it. I'm wondering whether, among the modifications the Play Acoustic autom...",decision
Voice Live 3 (Extreme) Headphone Mix,PSaurbier,"I hope somebody can help me on this:  For my live loopstation setup, I am trying to have all signal except my Vocals on my headphone Mix in Voice Live Extreme 3. I cannot get the guitar to be heard. Whatever le...",consideration
How to mod my Bugera G-20 for cleaner OVERDRIVE channel soun...,Sven,"Greetings, As of January 2019 I am an owner of a Bugera G-20 guitar amplifier. I like the clean channel (I never play guitar with distorted sound - no distortion-fuzz-overdrive pedals for me either...), but I would ...",decision
Behringer TU300 Unboxing,julietan,,
mic mechanic 2 getting stuck in red light mode..,AlanSettle,"All of a sudden at rehearsal the other night my mic mechanic 2 would not react to tap tempo, and the red light would just be on.  I'd turn it off and on and it would be fine... minutes later, it would do it again.&n...",decision
Flashback delay hot level handling,Valario,"Hi guys,I'd like to use my Flashback delay pedal (first version) in a eurorack modular setup.My question: is this pedal capable of handling eurorack typical audio levels which is (hotter than normal guitar levels) betwee...",awareness
Flashback 2: How to save manual presents into Toneprints?,juniormarbles,,
"Calling all Synth Enthusiasts in Europe, Thomann's Synth...",Danny_Clarke,Between March 14 and 17 get ready to immerse yourself in the world of synthesizers with our friends at Thomann.  Sound good? It should do as BEHRINGER will be there!,advocacy
Busking,Beegaboy,I want to Busk using Perform V. Is there any form of a portable power source that someone can recommend? Does anyone know how many watts does the Perform V use?,consideration
TC Harmony GXT,RV,How do I set up my GXT when I don't want to run a instrument through it? I will manually set harmony. What I want to understand is what to plug my GXT into when the other guitarists and bass are plugged into the amp.&nbs...,decision
How to Contact Support for Ditto Looper X2,FireFly,I submitted a support request 9 days ago on the TC Electronic website but haven't received a response.  I purchased my Ditto Looper X2 last December from Guitar Center.  The Ditto has become unresponsive after ...,decision
Brainwaves - Virtual Bass Patch?,YanniFyssas,"Hi Folks, Has anyone been able to create a virtual bassist using the New Brainwaves pedal? This would be similar to the BOSS- OC3 function but with teh improved tracking from the tc BrainwavesI was hoping with tone ...",awareness
Ditto Stereo Looper,fschuback,Hi all- I recently purchased a Ditto Stereo Looper pedal but I am having a hard time setting it up correctly.I plugged my strat into the mono input and the output into my amp input. Both cables and amp are working c...,decision
At the end of my rope with VoiceLive 2's unreliability!,Groblewis,"When the VoiceLive 2 works, it is beautiful. But it is so undependable as to be virtually unusable.I have 2 simple programs, one for MIDI input from a keyboard, and the other for guitar input. I set the vocal input gain ...",decision
Need complete manual for TurboSound IX12,Groblewis,"Considering buying the TurboSound IX12 but the ""quick start"" manual offered for download is a joke. Where is the complete manual?",consideration
Delay TonePrint - Exactly 3 repeats all about same volume as...,martinb28,"I have a Flashback and two Flashback Minis. Love these pedals. I want to create a delay where the volume of the delays/repeats are about the same as the original input, it repeats exactly 3x, and the delay time is set wi...",decision
TC Helicon Voice live play electric,Michelle007,I use a Voicelive play electric for vocal harmonies. I use a mic input and both the stereo xlr outputs into a mixer/PA.I want to feed a signal into the unit from my guitar via an ABY pedal in order for it to work out the...,decision
TOP 5 DESERT ISLAND guitar amps!!!,TC-Scotty,"Hi Everybody   I'm Scotty, the new guy in the guitar and bass department over at TC Electronic. We have recently begun a new avenue of research which we'd love to ask YOU for help with. This could be your chance to ...",awareness
Help needed on cabling UMC204HD,Windel,"Hi All, Im newbie from this community, sorry for my bad english, I recently brough behringer umc204 hd and I just want to connect it directly to my smartphone so I can easily grab it and change the music I wanted to play...",decision
Help..!how can I connect my Behringer umc204hd to my Smartph...,Windel,"Hi All, Im newbie from this community, sorry for my bad english, I recently brough behringer umc204 hd and I just want to connect it directly to my smartphone so I can easily grab it and change the music I wanted to play...",decision
VL3X instrument looping,Dolphran,I think the advantages of being able to send your instrument and your vocals to different outputs are pretty well understood by most folks here. Perhaps your small PA is only for vocals and instruments are amped on stage...,awareness
Mr. B - Time for an ARP2600 Clone,Broadwave,"Come on Uli... If I can do it, you certainly can   https://www.flickr.com/photos/arp2600clone/albums/72157635156301330",awareness
Sub N Up not accepting Toneprints or connecting through USB,tdubu,"My Sub N Up will not accept Toneprints through my guitar. It will also not work when connected through the USB port when plugged into my laptop or iPad. When I start the Toneprint app, I don't see the pedal as being conn...",awareness
I don't understand how this 'forum' or advanced ...,MikkoSaarinki,How do I find any topic? It is impossible to search for information and there is zero connection to what topics I am interested in. Please apprehend the alien from jupiter that designed this system. Tell this thing ...,awareness
Voicelive3 extreme (vlx3) Backing Track / Sequence Track / P...,heli1,"Hello!I imported my first backing tracks today and assigned them to a preset with the looper-backingtrack function. When I now call up the preset, and then switch to player mode with the Looper switch, the correct backin...",decision
K450FX Effects Issue,ejeffreyhorn,Hi.  I am having an issue with the effects selection on a K450FX amplifier.  The manual states to turn the effects selection knob to the desired effect then push the control knob to select that effect.  Th...,decision
Rattle RS 212 Cabinet TC ELECTRONICS label rattles on grill,garybourgeois,"Front ""TC ELECTRONICS"" logo on grill of new RS 212 speaker box rattles.  If I put a little pressure on the logo it will stop vibrating and stop making a rattle noise.  How can I get this problem resolved?",decision
Behringer U-PHORIA UMC22 and Asio4ALL,dnipp1993,I recently purchased this interface to play and record my guitar with. I downloaded the asio4all drivers to get it working but when I go to play it through GTR3 I’m not getting any input into the amp software what could ...,decision
TC Helicon Perform series,alaingreaves,"Hi,Not sure which vocal processor to choose.I need harmony but I don't play a keyboard. I use an RC300 with prerecorded tracks as backing.Can anyone suggest which vocal processor will be best and why? Thank youAlain",consideration
x-touch mini - is it possible to adjust the 'speed' ...,kimgalibert,the behringer x-touch mini is nice and solid and works great with my ableton setup EXCEPT the speed of the knob adjustments is way too slow.  is there a way to 'trim' the top/bottom values or any other method w...,decision
Tc-helicon perform v,Br15ter,Recently purchased the above - great bit of kit but having some issues with lagging vocally with the band. I’m using a wireless mic so think this maybe the issue but was wondering if anyone had a workaround for this ? Th...,decision
"Neutron VCOs - MIDI control OK, external CV control...Eeeek!",Broadwave,"I'm having a bit of a problem with external CV control of the Neutron's VCOs.If I use the Neutron via MIDI (Roland System 8/Kronos) everything sounds fine with both VCOs scaling correctly, but if I use either the Arturia...",awareness
USB issue - or Toneprint editor issue?,Chauncey,"1. 3-Month old Samsung Laptop2. Running windows 103. WEnt to device manager, it stated that everything USB was ""up to date""4. Tried - TonePrint-4.1.09-0_ & toneprint-310215025. I tried running sodtware as administrat...",awareness
XR18’s recording with garagebsnd,jwgurske,New novice user here with minimal knowledge of anything tech related.  I successfully got my air 18 to record directly into GarageBand ( the volume is way too low but I’ll deal with that later.  What I can’t fi...,awareness
"X32 FOH, X32 Compact MONS, Playback via Ableton",Eston_Ravey,Hey tribe can you help? Setup:8 channels of playback Ableton 10 --> USB card at monitor console routed to channels 25-32. Monitor consle fed by two digital snakes via ethernetMonitor console connected to FOH...,awareness
Any one else end up with the wrong adapter in your pedal?,Astrolithic,"So I just bought a brand new M100 Multi-Effects Proccessor and it has a European adapter. Both I and the retailer are in the States. They won't remedy the issue, and told me to contact TC directly at a number that didn't...",awareness
Odyssey and Vocoder VC340 in full production,UliBehringer,"Behringer VC340Behringer Odyssey   Hello everyone, we're very excited to announce that we're now in full swing production with our highly anticipated synthesizers. The demand is much higher than we anticip...",awareness
Voicelive Play GTX Geddy Lee Rush Preset,vin64,Does anyone know of a preset that is good for singing Geddy Lee/Rush songs? Thanks,consideration
Does VoiceLive 3 have tremolo?,azfatboy,"So I bought a VoiceLive 3.  I can see it has Echo/Delay, Reverb, Transducer, and microMod (chorus/flange are mentioned), etc.  But does it have a ""tremolo"" type effect?  I have a particular use case in min...",decision
Nova Delay with specific dual delay settings,aleredspecial,"Hi all,I’ve recently got a 2nd hand Nova Delay and would need some advice for configuration to get the typical dual delay used by Brian May on numbers like Brighton Rock Solo.Such configuration has 800ms on first delay a...",decision
nova delay ib modified - 12v 300mA sufficient?,davidsteinmusic,I just picked up a used Nova Delay iB modified pedal.Is the manual for the standard nova delay ( https://toneprints.com/media/217840/tc_electronic_nd-1_nova_delay_manual_english.pdf ) the same? Do the technical specs (cu...,decision
G System Wet Dry Wet,Gregbakerg,Ok First of all first time here posting.  I have read many of the posts by others and the advise and feedback is great.  Thank you all.I am running Wet Dry currently and want to try Wet Dry Wet.  But not g...,awareness
midas mr 12 bus1/2 probems,Diegodiegogali,"hi, i am new in this forum i need a help!! i have a midas mr12 and i use to monitoriingmy band ( 3 elements) by  3 headphones plugged on headphones amplifierso the output aux1 and aux2 is plugged in input of th...",awareness
How to poly-chain 2 Deep Mind 12's for a 24 voice analog...,TC-Mike,Jervis & Gaz Williams (of Sonic state) having fun poly-chaining 2 Deep Mind 12s:    https://www.youtube.com/watch?v=6tKLlM_-gOQ   The 24 oscillator Mono patch in Unison Mode sounds massive   ...,awareness
Bugera trirec external switching jacks question,tmtii,Does a normal footswitch work if i use it in the external switching jacks?,awareness
Talkbox Synth Firmware Update not Working,Jessafur,"Hi,  I have recently purchased a brand new Talkbox Synth and attempted to update the devices firmware. After updating it however, the talkbox has become bricked. This is the second time that this has happened t...",decision
Connect Drum Pedal to ACOUSTIC ACX900 Amp,MWF,"I have an Behringer ACOUSTIC ACX900 Amp, can I connect a DigiTech SDRUM Pedal to this amp? I just need to make sure I won't hurt anything in the amp by running my SDRUM Pedal through it. Any help would be great.",consideration
MCA 100 + Perform V Problem,EPersky,"Hi!I have Perform V (ver 10.0.7) , MP-75 and now i have purchase MCA 100 Adapter, for my Beta 58A. I have a problem with MCA 100.Adapter did not work with Perform V as it shoud.The knob is shining with 48 phantom, b...",decision
Connecting Perform VK to Voicelive Editor for perform VK Iss...,MarkTedin,Hi i recently got a perform VK and so far i love it.  I also purchased a third party app called Perform vk editor. iI can see the perform VK is talking some how to the editor on my mac and on my windows laptop. &nbs...,decision
Harmony Advanced stuck on maj2,abcdgoldberg,"I'm new to the Play Acoustic. I've been following the manual and I notice that when I'm in Harmony Advanced, the scale is stuck on MAJ2 and none of the controls seems to get me out of that. I suspect that I should b...",awareness
Deepmind 12D wont respond to MIDI keyboards outside of Cubas...,GlennEFX,"Hello everybody,I've recently purchased my first two analog synthesizers (Deepmind 12D and Model D) and I'm having a lot of fun with them. However I can't play them via MIDI outside of Cubase. Everything is plugged in co...",decision
Stereo in Delay?,Ari_P,"Im ussing a Moen Gec 9 looper for all my pedals, and i would like to use my Flashback triple delay in stereo. I tried the configuration shown in the image below, but it does not run in stereo. help! ",decision
Flashback Triple Delay External Tap Tempo,Ari_P,"Hello ! I have a flashback triple delay pedal and i just recently bought a disaster area micro clock (tap tempo) so i can easily save tempo presets for my flashback, but i cannot seem to be able to sync it with my d...",decision
Ditto 4x synched to MIDI question,NormDunn,"Just a question before I go ahead and buy the Ditto 4x: I know when Mode Switch 2 is up, the overdub will wait for the end of the loop to start. But when synched to MIDI clock with Mode Switch 2 up, does record work simi...",consideration
G-Major 2 - No clock setting in Global,andefeldt,"Hi,I have the TC G-Major 2 unit and I'm struggling with the patch change lag. My unit runs ""Analog"" on 48 kHz. I've read multiple places that changing the clock from 48 kHz to 44.1 kHz should decreace the lag, but I...",decision
TC Electronic Nether,MarcPautz,Anyone else tried the Nether?  I'm quite liking it on clean electric guitar to fatten up my tone without having to add overdrive.,advocacy
