TITLE,NAME,COMMENT,LABEL,CONFIDENCE
Very Low volume level with 4c method? Help!,hurtwoodec,"Hi all, im new here and to G system. Ive been using old Roland GP8s to do amp switching and fx and have jsut made the leap (for me ) into the g system world with a used ib modified black one.I have read and re read all t...",decision,0.353
can I feed my input a balanced signal?,allstarrme,"I see in the manual it says the input on the G system is psuedo-balanced, meaning its already set up for this somewhat. my wireless system not only is a great buffer, but has a balanced out. If I use the balanced out f...",,
System update 2.???,AharonArtur,HiWill DM have an update soon????Last time it was a year ago....Happy new year,awareness,0.357
Pitch Correction on Duplicator/ Mic Mechanic,JamesTroska,What does the Correction knob actually control? Is it the speed of the correction? Or the percent of correction?,,
Beaming toneprints with a piezo pickup,Pacvs,"Hi, do you know if I can send a toneprint setting to a Spectradrive pedal through a piezo pickup?",awareness,0.489
Bugera G5 infinium issue,VitorMaebara,"Hi,I bought a brand new bugera G5 infinium 2 months ago. Since last week, I started having problems with it. The amp lost almost all volume and is making a really weird noise when played. Specially in low end frequencies...",decision,0.679
VL3X outputs non existent,RobinMcDonald,"I have recently purchased a VL3X which is a box of tricks that is taking me well outside my comfort zone. However, whilst I like a challenge this one seems to have me completely baffled.The problem is that I simply canno...",,
Saving Loops on Ditto X4 to Transfer to Computer,defmut,"Hello, I can record backing tracks on the pedal but I want to save the loops so I can transfer to my computer. I did this once successfully but now I can't seem to be able to save the loops lol!I nudge the store/level sw...",awareness,0.656
About to buy VL3X - Last Minute Question!!!,SeanFox,"Hi everyone, and Happy New Year!* I'm planning on buying a VL3X this week, but have a last min question which I can't find a specific answer to (well, not a crystal clear answer anyway)...I want to use the VL3X for vocal...",,
Switching channels on Marshall JVM 410H using Midi;,antwhi2015,"Newbie here, I have searched other posts but can't find what I need. I want to use my shiny new G System to switch between the 4 channels on the amp. I'm sure it can be done, and I've used a Tech 21 Mini Mongoose success...",awareness,0.61
Sending dry XLR out from VoiceLive Touch 2,KateLindsay,Hello! Looking for some recommendations for our live setup with the VLT2...We play a lot of smaller clubs currently & have had some trouble with feedback with the VLT2. I'm thinking that splitting the wet/dry signals...,,
Feedback on ‘Talk’ function play acoustic,SteveOwen,"Hi, strange one this, in a full band context play acoustic works fine, until I hit and hold to talk to the audience it feedbacks horribly, has anyone experienced this? What could be the issue?I found the unit unworkable...",awareness,0.599
Different Backing Tracks for Steps?,JohnShelley,Is there any way to have a different backing track associated with a step?What I would like to do is to have backing track A for step 1 of preset X.Then I want setp 2 of preset X to have a different track.Is this possibl...,awareness,0.541
VoiceTone C1 plays wrong scale,UlysseThevenon,"Hello,I'm using VoiceTone C1 pedal for 6 months with no problem.But today, while we were playing, it went wrong. Now, the C, C# and D scales are played a semitone up. It means when I assign C scales, it plays the C# scal...",,
Link to VL3X Sysex Manual Please - Old Links Don't Work,EdRamsey,Hi.Could I get an updated link to the VL3X Sysex Manual please? The links in the older posts don't work.Thanks.Blessings.-EdOutOfTheFormless.com,awareness,0.608
Play acoustic - guitar being distorted by vocal preset when ...,ColinLavelle,"The vocal sounds great, the guitar (electro acoustic) sounds great...Until press the hit button. The harmonies work well but now the guitar is being picked up by the mic (SM58) and fed through the vocal harmony preset cr...",,
Deepmind CC Control with Ableton,AurelSchüpbach,"First of all, hi there it's my first post in this Forum.I'm really happy with my Deepmind 12 and I also use it as Controller Keyboard for Ableton. The only thing missing is an option to control VST's in Ableton with all ...",,
how to update Euroracked Neutron,StevenMueller,there's no USB port on the Neutron front panel and there's only a midi input port. The updater app is looking to have a bidirectional communication with the Neutron. So I have to take the Neutron OUT of the Eurorack and ...,awareness,0.402
Flashback 2 Stopped Working after 5 days,matty_kellogg,"I got a FB2 for Xmas and after four days it just stopped working - it seems it stopped working after I plugged in my electric acoustic guitar, it has a 9v batter for the pickup and I am wondering if that might have had a...",,
Tc Helicon Harmony G XT Reverbs,SebaRodriguez,"Hi, I´m new int the Forum. My name is Sebastian. I own a few Tc Helicon products, but I'm struggling a little bit with the Harmony GXT, on the Hall reverbs I found the amount of pre delay is really long, so the get a nic...",,
SingThing looper bug! (and other suggestions),PekkaKurki,Hello!I found a bug in SingThing's looper. I am using the latest firmware. 1) Record a loop (I recorded silence) 2) press stop3) press rec/play to start playback4) press rec/play again to overdub and let it go over a loo...,awareness,0.69
Flashback 2 TonePrint not saving adjusted parameters,Unchained81,So I created a dual delay TonePrint a while ago and want to adjust the delay parameters. When I do I can save the TonePrint but when saving to the pedal it jumps the delay settings back to the original settings. Then wh...,awareness,0.577
Ditto X4 is very microphonic,jstnj,"Hey all. My X4 seems to be very microphonic no matter what I do. It's picking up AM or FM radio signals even when bypassed if it's in the chain. I am using an isolated power supply (MXR Iso-Brick), EBS patch cables and I...",awareness,0.684
Play Acoustic STEREO out direct to 2 Powered Speakers.,DanielGrenier,"A very basic question. If Play Acoustic is in Stereo Output mode and going directly to 2 powered speakers (no mixer) such as theQSC CP8, how exactly is everything connected for a true stereo sound???",awareness,0.489
Toneprint for TC Mini,tele45,"I cannot download a tone print to my Mini delay. Works fine with my iPhone and regular Flashback, but no luck with the Mini. Any suggestions?",awareness,0.722
Why voice is dry while recording on the USB Thumb drive,LaurentMATHIEU,"HelloWhile playing a backing track and recording on the thumb drive, voice is dry. Effects are there on the output but not on the recorded track. Is there some settings to turn on or off ?Thank you in advance.LM",awareness,0.421
Flashback never forgets,deonn,"I have a Flashback but it started not forgetting my delay. If you have a long delay going, then you go in bypass mode, it stops like it should. But when you engage the pedal again, the delay is still going from the pre...",awareness,0.617
Remote control Ditto X4 dip switches,LordNelson,"Is there a way to remote control the dip switches on the Ditto X4? I use two different settings in a typical live set, and it is extremely inconvenient to squat down and try to to flick the right switch on stage. To make...",awareness,0.522
Flashback 2 slapback setting/toneprint questions,MikeCT,I just picked up a Flashback and love it. I sold my Vapor Trail the same day and also ordered a Corona Chorus that is coming tomorrow. Needless to say i’m New to the forum and these TC Electronics pedals.For Modern Cou...,,
Tc Electronic Hall Of Fame 2 Three Toneprints,BasistaFunky,"Hello Everyone, I have a very important question about the three toneprints of the Tc Electronic Hall Of Fame Reverb 2. So my question is - Can I use all three toneprints for downloading, putting and using the toneprints...",awareness,0.534
Weird USB/MIDI-CV interaction - Hidden transpose function,FelixHomann,"Hi,I just found that the Neutron behaves kind of weird when you use CV and USB/MIDI at the same time: Notes you send via USB/MIDI will transpose the pitch you get by sending CV voltages to the OSC1, OSC2 or OSC1+2 CV inp...",,
"Output - can voicelive carry out only ""processed vocals...",LeonardVanbaste,"I read vl3x manual and videos but still not sure...If I play a song on a mp3 player plugged in voicelive AUX input and, aswell, sing on a microfone plugged in voicelive , can the output of voicelive be only ""processe...",,
"Where to find ""DFU"" for OS X Software Update?",ClayMorrow,"I'm trying to update my Neutron to v2.0.0. The Neutron manual says to download the ""DFU"" updater from ""http://www.musictribe.com"" but does not specify where to find it. Can anyone tell me where I might find the DFU upd...",awareness,0.653
[ Talkbox Synth ] in use with a real Keyboard-Synth (instead...,funtastico,Does anyone has experience?I want to plug a real keyboard-synth into the stompbox.Will it work as expected?thx!,awareness,0.48
Is there a way to bypass presets and use the physical contro...,FredJohnson,"I just got my synth and I've been trying to figure out how to use it, specifically the digital functions which aren't really described at all in the manual or online that I've seen. The presets are nice, but with an ana...",,
Tone Print App Help,dombar335,It's been a while since I used the tone print editor and it's completely different then I remember. If i'm trying to use someone's tone print parameters that they posted online is there a way to just start with a blank ...,,
FS-6 Footswitch alternative with LEDs?,DanielGrenier,"The lack of LEDs on the FS-6 to tell you whether the effect is on or off is, to me, a nuisance - especially during a performance. Is there an alternative foot switch with lights out there? Better yet, TC. How about addi...",awareness,0.371
Keyboard Recommendation - Recomendación para teclado. VL3X,DavidDelemont,"Hi, I plan to buy a 2-octave midi keyboard for my Voicelive 3 Extreme, and I wanted to ask, what do you recommend?Hola, tengo pensado comprarme un teclado midi de 2 octavas para mi Voicelive 3 Extreme, y les queria pregu...",consideration,0.577
Ditto x4 - how to stop,Studoc64,"Hello, this is a new unit for me and am looking for a little guidance...Have read through the manual a couple of times and can get things to work, but can anyone tell me, is it possible to get a loop to stop immediately....",awareness,0.39
"Second Time Using VL3E, just has a blank, blue screen at sta...",MichaelBird,"So I just got a brand new VL3E. I turned it on, and I started going through the presets. It worked fine. I then turned it off to move it to my room...then turned it back on, and all I see is a blank, blue screen.I have n...",awareness,0.316
DeepMind12 black keys velocity issue firmware v1.1.2,LauriNurmela,Hi group! Anyone else having problems with DeepMind 12’s velocity? Certain black keys are still way too loud and that makes DM12 almost useless as a midi controller. The problem does not exist if DM12 is controlled by an...,,
how to reset subnup mini Octaver,crustulum,"Hello there,I am completly new to this..How can I reset the octaver subnup mini? I changed the settings in the TuneEditor but now it sounds like shit..Hope anyone can help me(I just want the default settings...)",awareness,0.524
Arperggiator Settings Jumping Around By Themselves,ThomasRonkin,"I have two problems with the arpeggiator on the Deepmind 6:When I set the octave range to 1, after a short while it will jump to 3 octaves all by itselfWhen I set the pattern to""as played"", after a while it jumps to ""alt...",,
Met follow playback and more feom brand new user,NeroRox,"Hi guys i just received my VL3X yesterday, i had read the manual up and down a few times already so i was able to set most things up right away, i installed the latest firmware also.I have a few questions#1 the Met follo...",awareness,0.613
Play Electric Fail at a Live Show,Mhyyj,Greetings AllI thought I'd share my very recent experience with my Play Electric when the unit failed mid show. Twice in one night. I play at resorts in Mexico and the Caribbean for a good chunk of the winter and north ...,Classification,Confidence
Scales Reference Chart,SamClark,"Hi all,Could someone explain the difference between the scales Maj 1-3 and Min 1-3 please? I have seen the reference chart and it doesn't explain very much. I assume the Maj 3 scale is mixolydian because it contains a Bb...",awareness:consideration,0.581:0.545
Save / backup / edit existing toneprints from Flashback X4!!...,N471v3,"Hi,I have an awesome Toneprint which I created by myself on my Flashback X4 Device month ago.Now I would like to load that into the editor, save it on my iPad or PC, and maybe edit it and save it on device. In other word...",,
Ditto Looper: Drops loops,Mephisto40K,"Hi,My Ditto Mini: I will record a 5 second loop and then trigger it to play. The 6th and 7th (and sometimes 8th) repeat it will corrupt--get all off tempo and drop notes. And then? Back to normalFor another 5 or so b...",awareness,0.744
Gate issue?,ScottL_Hines,"Firmware 2.0.0I feel somewhat foolish posting this, but I've run out of ideas. When I plug a controller into the Neutron I have a continuous tone. Whatever the last key played, it continues — never fades out — until I p...",awareness,0.656
Victory Kraken,DazBlade,Has anyone used the g system with a victory kraken? Can you switch the channels and use this to boost for solos?,consideration,0.578
Perform-V preset help PLEASE,RichardWillerto,Please may I ask for your help?I’m an amateur male vocalist with very limited technical knowledge. I own a mixing desk with built-in vocal effects that I cannot work correctly. I have bought the TC HELICON Perform-V bec...,decision,0.552
Turning on...,JasonHipkiss,"Hi,Any help greatly appreciated. Just got my new Neutron - amazing synth. Only thing is, when I turn it on, sometimes the lights turn on immediately and it runs through its start up, but sometimes I have to wait between ...",awareness,0.639
Toneprint App Android w/o OTG,tkroepelin,"Hello everybody,I used the toneprint app last year on my Samsung S5 Mini. Now I cannot reload it from App Store, because my device is not compatible (Samsung S5 Mini / Android 6.0.1).I think it is , because Samsung S5 Mi...",,
Voicelive Touch 2 - Stock issues in Europe,AlainBegue,"Hi all,I'm new here and have ordered a Voicelive Touch 2 from Gear4Music in the UK but delivery has already been delayed twice. At Gear4Music they tell me that the problem is with TC-Helicon providers that give them unre...",,
Flashback mini reboot loop,ashwin_nat,"Hi, My flashback mini pedal keeps rebooting on and off in an infinite loop. Please help.Here's a video of it.https://youtu.be/JumGUszPjoAThanks,Ashwin",awareness,0.821
Buttons not working,WillKronk,deleted,NaN,0.723
Feature request (or maybe an adjustment to the firmware?),LarzHanson,"I've played live a few times now with my VG. I haven't used the vocal effects as I'm not the lead vocal in the trio I've played with, but I'm loving the ease of use and sound of the guitar effects. One thing: The solo bo...",,
PLEASE... Have backing tracks change as soon as program is c...,JohnShelley,To the powers that be...Could you PLEASE fix what I see as a bug (hope it is not a 'feature') in regards to backing tracks and program changes.The way it works now is: if a backing track is still playing and you change t...,awareness,0.562
Hissing noise on Harmony Singer 2,FilgardoManlimo,"I purchase HS2 last December 2018 in Thailand. When i connect it to my system there is a hissing noise, when i add more gain the louder the noise. I already update the firmware Via Voice Support, try another xlr cables...",,
This one would be nice...,DennisDubeau,"Having the capacity to set a pair of looping points onto the waveform of the backtrack would be a killer... for extra solos, mainly... I don't think that it would costs a lot as to memory or design/programming time ...",awareness:consideration,0.606:0.534
Ditto Jam 2x and tape echo,RonnieMarler,I am using my Jam 2x with an echo effect on guitar. Beat sense is all over the place. I don't use a drummer so I cant mic a drum for tempo and there is no way to sync the echo tempo to the looper tempo.ideas?,awareness,0.669
No output from G-major2,GmajTess,"Hi all,This is my first post here as I was given a (older?) G-major2.It worked fine in the setup of the previous owner.I did a full reset and updated it to 1.02.Now there is no output at all!My setup is guitar > treb...",awareness,0.589
Pitch Bend Wheel and Mod Wheel color,StevenHenson,Both my Pitch Bend Wheel and Mod Wheel are translucent in color including the textured edge. All of the images and videos I have seen online of other users' DEEPMIND 12 have a dark colored textured edge with the rest of ...,,
TC June-60 chorus pedals,grinning_moom,What happened to them? They were up for preorder earlier ths year but I cant find aby info on them now?,awareness,0.715
"Loud pop from a Bugera v55 Infinium, then nothing",JamesKaihatu,"Got my v55 Infinium yesterday. Played a bit and all was well. Turned it on tonight and heard a loud pop from the back of the unit. Now no power, no jewel light, nothing. Have a service request to Bugera now. Is it the tu...",,
Aux & Guitar inputs to Loop cycle together at the one ti...,conskee,"On my VL 3 Extreme I would like to have the signals from the Guitar input and Aux input record when I am creating a loop. There is the option to do this with VOX and Guitar, but not for Aux and Guitar at the same time An...",awareness,0.599
Perform-VG Using AUX input instead of guitar for harmony cal...,MarkGlass,I am trying to have playback of a previously recorded acoustic guitar track routed into the AUX input on the Perform VG to use as basis for figuring the harmonies for the purpose of separating the vocals and guitar track...,awareness,0.674
Guide for using the 1.1.1 Synth Tool for calibration?,DaveDuncan,"Hi there! I just got the Model D yesterday and noticed that for Oscillator 3, I have to turn the pot up nearly a semitone in order to get it in tune with the A-440 test tone. I'm thinking a calibration may be in order. I...",,
Turbosound Speaker Model for 112TS - Availability for Separa...,JohnButts,I'm thinking about purchasing the same Turbosound speaker that came in my 112TS to use in a 2x12 cabinet. After searching the MusicGroup and Turbosound web sites I wasn't able to locate a Turbosound speaker/driver listin...,,
Play GTX - Harmony and Auto tune,DavidAlexBrown,"Hi there,I am sure this has probably been covered somewhere however only got my unit yesterday. Is there a way to turn off harmonies for all presets and also auto tune.I don't want them on any, just effectively want to u...",awareness,0.82
Perform-VK USB Audio Volume,drehinton,How would I turn up the output volume or gain on the USB Audio... Am I limited to only DAW gain staging? (If i'm speaking correctly),,
R33,mkspriggs,Does anyone know what the small relay above the 12 pin connector is for? R33 is what it says. I'm replacing that cable and they had glue all over that relay and it came right off,awareness,0.744
URGENT!!! Strange MIDI behaviour in Poly Chain mode.,SimonBeck,"Some controllers send Note-off messages in the form of Note-on with a velocity of zero. Normally this doesn't matter in terms of the Neutron, but in Poly Chain mode it causes notes on the Neutron to hang indefinitely, wi...",awareness,0.785
VoiceLive2 Help ?,JamesHill,"Hello, I'm using VoiceLive2 and I only want gentle pitch correction. Using the Preset ""GENTLE CORR 10%"" it seems to do that well, but my voice sounds *Over Processed* What settings do I need adjust to fix that, and still...",decision,0.713
Distortion from LFO when shape knob is set to extreme clockw...,BrandonDorris,"Apologies if this has been posted; if so, I overlooked it.On my Neutron (pre and post 2.0 firmware) a ton of noise/distortion enters the oscillators when the LFO shape knob is turned all the way clockwise. Backing off ju...",awareness,0.775
Bugera FSB106A alternative to switch 6?,SteveKemp,Does anyone know if the Bugera FSB106A will work on the voicelive touch 2?,consideration,0.69
Factory Reset,TimAnderson,"I've updated the firmware to the newest one. I was wondering if I do a factory reset, will it go back to before the firmware update, or is the firmware update the one it will reset to.Thanks in advance for the help and ...",awareness,0.748
Gating noise from Vocal and guitar XLRs with Play Electric?,MichaelBalogh,I've been using the box for a couple of years setting the input gain (really 'gains' since mic and guitar are not provided with separate fine controls) then feeding separate mixer channels adjusting gain there as needed....,,
Online VoiceLive/OnSong MIDI utility,JoeGillespie,I did this for the members of the OnSong FaceBook Group. It is a web page where you can enter Program Changes and CCs and it generates the OnSong MIDI string for you. Works with two devices so I can control my VoiceLive ...,,
Voice #12 panned hard right,MikeMuggli,Just got a new Deepmind 12. In the store it wasn't hooked up stereo (I bought the display model since that's all they had left) so I didn't hear this at the time. But voice #12 seems panned hard right all the time. If I ...,decision,0.631
Should I get a NEW VL3E or go with a different Vocoder?,MichaelBird,"So I got a brand new VL3E, and after the second time using it, I got the blue screen of death. A factory reset didn't work. Luckily, it was under 30 days so I was able to send it back to Amazon.My question is, should I t...",awareness,0.523
Switch 3/Switch 6 with Play Acoustic,AndyCarignan,"Hey guys, I wanted to actually talk with someone about this at TC but had a real tough time finding a good phone number - in the USA, couldn't find the Las Vegas phone...At any rate, thinking about buying a switch 3 or s...",,
A few questions about the GoXLR,RyanCole,"Hi folks,The GoXLR looks pretty cool and claims to be for streamers and even markets to streamers with a two PC setup. I have a few questions about whether or not certain things are possible with the GoXLR.When using a t...",consideration,0.713
Connecting Beatbuddy through Midi,SamerSaad,"Hello, I have tried following all the online tutorials to sync my beatbuddy with Voicelive 3 extreme through MIDI, so that it may read the tempo, and there would be no delay when looping.However, I am not able to do that...",,
Buzz Sound with Voicelive 3,SamerSaad,"Hello,Every time I connect the voicelive 3 extreme, it has a buzzing sound running through the PA system.I tried clicking on the small button on the back of the machine, but it did not change it.Is anyone facing the same...",,
VL3E buttons liquid damaged. How to get repaired by autorize...,FabioValdez,Hello everyone! First post here.I have this TcHelicon Voice Live 3 Extreme with 2 buttons that doesn’t work properly. I believe is due to some liquid damage because of the smell. I think my cat may have pee on it. Cleane...,,
VLT2- Can't route metronome to headphones and not to USB...,ColinSnape,"Hi, I'm using a Voicelive Touch 2. I can't work out how to route the metronome to headphones without it also coming out the USB. Is it possible to do this? It seems a basic thing to do, otherwise what's the point of audi...",consideration,0.785
two inputs (one bypassed,Sankakariti1,I have a electric guitar with both piezo and electric outputs.What I wanted to do along with the gmajor 2 is connect both and only use the effects in one of the inputs while the other signal is bypassed (both sounding). ...,consideration,0.617
New and Don't think I am downloading full Toneprint Edit...,playitforward,"Hi,I have a new Flashback 2 and downloaded the latest version of Toneprint Editor on my PC and my IPAD. When I open the program, all I see are various toneprints available. There is no",awareness,0.553
DIY Repair broken VLT2 headphone out - out of warranty,JimmyHerpy,"Hi all,The headphone out jack on my VLT2 is broken. Looking inside the unit, it appears that the plastic between the TRRS (edit: or TRS) contacts is cracked, causing them to ""spring upward"", so the aux input no longer ma...",,
Ditto Looper: Is it possible to achieve instant overdub with...,NGilbert,"HelloI am interested in purchasing a TC Ditto Looper. From the videos I have seen, the player hits the record switch, produces a layer, hits the switch for playback and hits the switch again to record a new layer. This i...",awareness,0.605
footswitch assignment,MarkGrillo,"I would like to assign LSTOPERASE to the Hit button on my VL3X . I can assign this function to any of the buttons on the Switch 6 and can even assign this funcion to the button on the MP75 mic, but I can't seem to be ab...",awareness,0.517
Blue screen of death on computer,DavidCunningham,"I just (a couple of days ago) downloaded VoiceSupport 2 to use with my TC-HELICON Voicelive 3 and I had the devil of a job getting it to work after the first use, which was alright. After that, I kept getting the Blue Sc...",decision,0.513
Sub 'n' Up Mini - where are the dipswitches?,mcluff,Feeling like a doofus here. Sub'n'Up Mini manual says the dipswitches are on the upper left corner of the circuit board (by the power adapter plug). I'm seeing nothing but soldered connections on the entire circuit board...,awareness,0.671
Cannot find the enable tap tempo button in Toneprint app,ramsesthethird,"Hi all!I recently bought the flashback2 pedal and I also got the MRX tap tempo, however I cannot find the enable tap tempo button in Toneprint app. I downloaded the last version of the app. Could you please anybody help?...",decision,0.555
Switching VoiceLive 3effects via MIDI footcontroller,heartmood,"I want to control my VL3Extreme with an iOn G-Board footcontroller, which can send CC messages. I hooked both the VL3 (via USB) and the G-Bard to my MacBook Pro (2015, latest Mojave 10.14.2). Both decives are set to M...",,
Mic Mechanic 2 - Manual delay time for next update?,XaviRoman,Hi!I am very happy with the sound of that vocal pedal and I know that the delay time in Mic Mechanic 2 is only possible through the tap switch but I was thinking in another way for do it manually in the next update.--Whe...,,
Voice 1 failing calibration test,JustinSlattery,"Voice 1 is failing it's calibration test.'Voice Check' test shows 011111""Calibrate all' hangs on voice 1 and never finishes.Purchased my synth over the weekend. Noticed with certain patches that voice 1 sounds either a...",decision,0.554
Where to get an update card? 2019,Shanesplanet,"It seems that finding a pcmcia card to work in the g-force, is near impossible. TC's new owners inform me that they have no cards to sell, nor the file to put on a card (for firmware), should I even find a card that work...",awareness,0.505
Comment faire fonctionner la pédale quintessence,ClaudeBRETEL,"Bonjour, j'i acheté la pédale TC electronic quintessence Harmony mais il n'y avait pas de notice dans le colisPourriez vous me procurer la notice. Merci",NaN,0.783
Ditto Looper,alisterhrae,"Hi basic Ditto looper, as soon as I press the foot-switch the unit makes an unholy repeating crackling noise, is there a hard reset. Tried everything, unplugging different amp? Nothing seems to work?",awareness,0.665
one preset locked to patch 2 of all banks g system,hurtwoodec,"Help, I seem to have locked a factory preset into patch 2 of all the banks in my G system. How do I fix this? I have tried writing over the patch but it keeps defaulting to the factory preset.Help wanted.",awareness,0.806
VL3X presets,boloulu,"The demo at NAMM by SElena Evangeline. Barry White. Where are the other great singers? Marvin Gaye, Al Green etc. Why no male/female duet preset? No black female backup preset or black gospel choir? Why? these are ubiqui...",,
hof 2 help,jfasho,"I'm not sure how, but my HoF2's level control has become rather wonky. The pedal still works in that I can still get the reverb out of it, but when I dial the level control all the way down so that it's just my dry signa...",awareness:decision,0.667:0.522
Mash Button Not Working?,dombar335,"I don't really use the Mash button that much but I downloaded a Tone Print yesterday (Pete Thorn's Dark Swells) that requires the Mash button to swell in the reverb. However, when I push in the Mash button slowly nothin...",awareness,0.531
Alter Ego X4 - How to get expression pedal working??,Jyecycle,"I have read in the manual the x4 requires 25k linear potentiometer expression pedals.I have purchased a Boss EV30 thinking it would work, especially with the adjustable minimal volume (and therefore pot value), but it do...",,
ditto x4 won't get to reboot mode,JoelBo,"Hello, I have read a lot of the threads here to do an update for the ditto x4 firmware but i can't even get that far.When I follow the instructions to make my x4 recognizable the loop 1 led turns off and the other 3 LEDs...",awareness,0.706
Integrating DM 12 into Logic Pro X,MauryMcCrillis,"I can connect my DM 12 as an external instrument, but if I create another track and use the DM 12 as simply a midi controller, I have to put down the synth volume to zero, which removes the sound of the previous synth tr...",,
Pipeline Tap Tremolo MINI,stevax,I'm a big fan of TC electronic MINI pedals. My little country pedalboard would be almost completed.. just a pedal is missing. A TAP tremolo!..Are you planning to release a mini version of Pipeline?Thank you very much!!,,
harmonies sound pretty weird. Voicelive touch 2,RolfSiebeneick,"Hello,i've had a Voicelive touch 2 for about 2 months now. so far i've dealt with the different settings. I also tried out the presets that came with it. Unfortunately, the harmonies sound pretty weird.I haven't found a ...",decision,0.615
Slew Limiter - Slope?,JustinRitter,"I am trying to find out how the slew limiter works in detail--is it linear, logarithmic, or exponential?",awareness,0.786
MaxForLive plugin version of the Neutron app + patch memo,HarryColt,"Hi there,Here's something that Ableton Live users will probably find handy.Briefly:- almost every control you find in the Neutron app (since the v2.0 firmware update) are there in this M4L device. So it's like having a p...",awareness,0.752
Latest firmware sticky post...,HarryColt,"Hey Michael,Why does the Sticky post about the latest firmware hasn't been updated to v2.0?cheersh",awareness,0.744
No guitar effects,GwenGriffin,hello! I have no guitar effects changing when I move through the presets. I have turned global off and still no effect its. What could I be doing wrong? The vocal effects are great. Thanks!,awareness,0.697
Modifying HT Dual distortion pedal for G System to switch wi...,ColBox,I've recently switched amps from a Peavey classic to a Blackstar Artisan. I'm using a G system effects pedal and this was previously configured to switch between the clean and dirty channels of the Peavey.In order to ach...,,
Problem: saving changes to FX parameters globally?,antwhi2015,"New user here, can't find what I need in either the manual, or Lairds' excellent paper.I have a 4 channel Marshall JVM 410H, and I've set user presets 00 1 to 00 4 to change between these channels via midi. So far so goo...",awareness,0.629
Spontaneous LCD screen failure?,UriahFindley,Hi! I powered on my Deepmind 6 today to find the LCD screen all scrambled and weird. Everything else seems fine...just can't see ANYTHING on the screen.Any ideas?Anyone experienced this?Know what a replacement screen cos...,awareness,0.726
I can't edit my TonePrints,Deyvian,"Hi! I recently bought a Flashback II and I was testing the app on Windows, I can load TonePrints from artists but I can't edit them after I store them on the pedal.Should my toneprint be visible in the USER tab? Because ...",awareness,0.623
Which TC Helicon for imitating ADT-Doubler,uro-frank,"I am looking for a solution to get an ADT-Doubler-effect for example for the lead vocals. With my Allen&Heath QU 16 I have ""onboard"", but with the Midas M32R I cannot use this effect. Which TC Helicon product is gett...",awareness,0.546
Favourite Presets?,SeanFox,"So I've ordered my VL3X this afternoon I have to wait a couple of weeks for it unfortunately as it's out of stock everywhere, but that gives me plenty of time to study the manual in preparation!I was wondering if anyon...",awareness,0.574
Channel relay board question,emmamillathomps,I had a question on a relay module I just purchased.should i connect my relay channel like the following configuration ?,,
Gauss Tape Echo pedal,Fiasco,I've purchased a brand new Gauss tape Echo pedal that looks great and solid... the problem is it is impossible to use because of the hiss that comes along with the sound once activated... I wonder how the hell is that po...,,
Very Low volume level with 4c method? Help!,hurtwoodec,"Hi all, im new here and to G system. Ive been using old Roland GP8s to do amp switching and fx and have jsut made the leap (for me ) into the g system world with a used ib modified black one.I have read and re read all t...",decision,0.528
can I feed my input a balanced signal?,allstarrme,"I see in the manual it says the input on the G system is psuedo-balanced, meaning its already set up for this somewhat. my wireless system not only is a great buffer, but has a balanced out. If I use the balanced out f...",,
System update 2.???,AharonArtur,HiWill DM have an update soon????Last time it was a year ago....Happy new year,awareness,0.528
Pitch Correction on Duplicator/ Mic Mechanic,JamesTroska,What does the Correction knob actually control? Is it the speed of the correction? Or the percent of correction?,,
Beaming toneprints with a piezo pickup,Pacvs,"Hi, do you know if I can send a toneprint setting to a Spectradrive pedal through a piezo pickup?",awareness,0.603
Bugera G5 infinium issue,VitorMaebara,"Hi,I bought a brand new bugera G5 infinium 2 months ago. Since last week, I started having problems with it. The amp lost almost all volume and is making a really weird noise when played. Specially in low end frequencies...",decision,0.571
VL3X outputs non existent,RobinMcDonald,"I have recently purchased a VL3X which is a box of tricks that is taking me well outside my comfort zone. However, whilst I like a challenge this one seems to have me completely baffled.The problem is that I simply canno...",,
Saving Loops on Ditto X4 to Transfer to Computer,defmut,"Hello, I can record backing tracks on the pedal but I want to save the loops so I can transfer to my computer. I did this once successfully but now I can't seem to be able to save the loops lol!I nudge the store/level sw...",awareness,0.874
About to buy VL3X - Last Minute Question!!!,SeanFox,"Hi everyone, and Happy New Year!* I'm planning on buying a VL3X this week, but have a last min question which I can't find a specific answer to (well, not a crystal clear answer anyway)...I want to use the VL3X for vocal...",,
Switching channels on Marshall JVM 410H using Midi;,antwhi2015,"Newbie here, I have searched other posts but can't find what I need. I want to use my shiny new G System to switch between the 4 channels on the amp. I'm sure it can be done, and I've used a Tech 21 Mini Mongoose success...",awareness,0.706
Sending dry XLR out from VoiceLive Touch 2,KateLindsay,Hello! Looking for some recommendations for our live setup with the VLT2...We play a lot of smaller clubs currently & have had some trouble with feedback with the VLT2. I'm thinking that splitting the wet/dry signals...,,
Feedback on ‘Talk’ function play acoustic,SteveOwen,"Hi, strange one this, in a full band context play acoustic works fine, until I hit and hold to talk to the audience it feedbacks horribly, has anyone experienced this? What could be the issue?I found the unit unworkable...",awareness,0.585
Different Backing Tracks for Steps?,JohnShelley,Is there any way to have a different backing track associated with a step?What I would like to do is to have backing track A for step 1 of preset X.Then I want setp 2 of preset X to have a different track.Is this possibl...,awareness,0.711
